,Content,Result,type
28,"There are two Action > Payday loan lenders who are out of control. Wrecking my bank account ( XXXX XXXX, XXXX XXXX, XXXX XXXX ( phone ) ) ... .The first is CashNetUSA ... 
Dear XXXX XXXX, Customer # XXXX This is a reminder about your minimum payment that is coming due for your Line of Credit # XXXX with CashNetUSA. 

On XXXX, a payment of {$250.00} is due. 

They put my bank account in a - {$140.00} even after I told them not to debit it which they agreed -- -- then told me they could not stop their computers from yanking money out my account. Their interest rate is 399 %. They refuse to work with XXXX for a loan consolidation. 

The next lender is XXXX, my account is # XXXX. They just take money in lumps of {$590.00} over a fourth of my paycheck. This leaves me in the negative account zone by the middle of the month. Their number is XXXX XXXX XXXX. 

Please help this man drowning in debt. 

XXXX XXXX XXXX XXXX",Action > Payday loan,
29,"My Action > Credit card from XXXX XXXX was closed by the issuer. Reason stating my payment had be late multiple times since opening the card. This type of card generally has to be paid off when due each monthly. However I signed up for a feature in early XXXX that allowed purchases over {$100.00} to be amortize over time. I received an email on XX/XX/XXXX that advised my payment was late. I immediately called XXXX XXXX around XXXX XXXX, as I was in the airport on my way out of the country. I was told yes I was enrolled in the {$100.00} program, but it was not processed for XX/XX/XXXX. The agent advised he set it up for that month and I would not have any issues with future billing. He told me I only owed something like {$34.00} and I could pay it when I came back to the XXXX. I paid what was due on my next bill and planned to do the same amortize the charges over time. I was surprised to receive an email on XX/XX/XXXX advising my account was being cancelled. I immediately called XXXX XXXX and was told I was given incorrect information and there was nothing they could do at the time. They apologized and said the agent did not put notes in the file. At this time my account remains closed.",Action > Credit card,
30,I have a home depot Action > Credit card. I ordered a Gazeebo for {$340.00} online that was supposed to be shipped to the store. This was the only charge on my card. I received my statement about 2 weeks later and no product. I called the local home depot in XXXX XXXX NH and they could not find it and I was put on hold for over 20 minutes. I then decided to call the customer service number on my Action > Credit card statement. I called and the gentleman offered to call the local store as they showed it as being delivered to that store. I waited the line for 10 minutes and when he came back on he said that he got hung up on and would refund me the {$340.00} and take XXXX percent off the new gazebo along with free shipping to my home. I asked him if I needed to worry about that payment and he said no. I decided to pay my Action > Credit card early today and found out I was charged {$25.00} for not making the minimum payment required on my last statement. When the customer service rep refunded me the {$340.00} my balance was XXXX. Why would I make a payment towards a XXXX balance. The manager said because I have other charges on this account. Those charges would be reflected on my new statement but I have not even received that yet. I have no idea what those charges are even made up of without a statement. I want my late fee back and an apology letter. My credit is very good and this is fraudulent to say the least.,Action > Credit card,
31,"I agreed to a settlement payment on an old debt and was led to believe by the collector if I accepted the settlement and paid quickly, they would NOT report this debt to the credit bureaus. They continue to report this item. Please investigate. I can not seem to get a good answer on why this is happening. Since I work in the financial services industry, I fully understand the negative impact on of having a collection on a credit report. As such, I would never have paid this item without their commitment they would NOT report it to the credit bureaus. 

Original Creditor : XXXX Debt Owner : XXXX XXXX XXXX Debt Collector : Enerson Law, LLC Original Balance : {$9700.00} Agreed to settlement : {$5300.00} Paid on XXXX/XXXX/2016",Action > Debt collection,
32,Action > Mortgage company refused to honor deed in lieu agreement although the agreement was returned by deadline and I have complied in every aspect with the agreement. They have attempted to foreclose on my property although I qualify for the HUD Home Affordable Foreclosure Alternative program so they can cashout on FHA Insurance,Action > Mortgage,
33,I have filed several disputes with the all three of the CRA 's and have also disputed directly with XXXX in SD in regards to XXXX credit lines with them. This account has been re-aged and XXXX XXXX reports that the information remains correct and verified. I do not appreciate this practice and it can be viewed as unethical and perhaps this is not the XXXX time this has occurred.. All three credit bureaus report a different age of these accounts.,Action > Credit reporting,
34,"My wife has a XXXX XXXX XXXX sky miles credit card, her name is XXXX XXXX XXXX I was just an additional non responsible member, when I pulled my report I saw that they are reporting me like 6 times for the same card, I immediately requested they should take me of from this card completely, when I made them aware that they are listing me six times XXXX card limit and all maximized and its effecting my credit very badly they advised me it was a mistake on their end they will make sure to take it completely, they will just have me listed as XXXX time additional when in fact they left all the XXXX cards listen on my report and just saying that I was terminated. 
Thank you very much for you help",Action > Credit reporting,
35,"I have initiated XXXX separate disputes with Experian for XXXX XXXX XXXX accounts that are reporting on my credit report. The balance, date of first date of delinquency, and status are inaccurate and Experian has sent me documents claiming to have verified it. How is this possible if the creditor has n't verified with me the alleged debtor. The address for XXXX XXXX is NOT listed on my credit report so I googled XXXX XXXX 's address and sent them XXXX letters as well. No response. I feel this company has violated my rights under the FCRA and your ( FTC ) guidelines. Attached is my credit report, letters sent to XXXX XXXX, certified receipts, & letter sent to the credit bureau. I sent a new complaint letter yesterday XXXX/XXXX/2016 via certified mail pleading for the credit bureau to take this matter seriously. 

**please see back of report under creditor contacts to see where the address is not listed** Thank you for being here for consumers to have a voice!!",Action > Credit reporting,
36,"Action > Student loans began at the end of XX/XX/XXXX at {$21000.00}. Throughout the years of the loan I have had high payments, had to take forbearance, and also done income - based repayment. From XX/XX/XXXX til now I have only played off {$1700.00} off principle. It seems like all I pay is intrust, so far {$6600.00}. That comes out to 79.3 % of my payments have been intrust. The intrust vs principle payment is all over the board. From XX/XX/XXXX to XX/XX/XXXX, on an income based plan of {$110.00}, I payed {$320.00} to principle and {$1000.00} to intrust. Then in XX/XX/XXXX the income based plan jumped to {$200.00}. Seems like the loan company wants what 's best for them and not the loan holder. In the end I will be paying on these loans for almost 20 years before they are played off.",Action > Student loan,
37,"TransUnion , LLC reported to me in a letter of XXXX XXXX, XX/XX/2015 that they responded to an an "" Employment Disclosure Report '' request from XXXX for a job position I applied to. They reported as a Public Record Information that a XXXX was entered against me XXXX in a XXXX Court ( does n't say where or what State ) under Docket # : XXXX by XXXX in the amount of $ XXXXThis information is totally incorrect and false. 
I have never been sued or had a judgment against me. This is someone else 's information. I will state if "" their incorrectly reported information '' costs me this job opportunity, I will be suing TransUnion , LLC myself in a XXXX Court of law for damages.",Action > Credit reporting,
38,"I recently refinanced my house with Bank of America. I was told that the old escrow account would not be touched as it is an FHA loan. However, to my surprise, I got a check in the mail for {$29.00} instead of {$3100.00}. I immediately called Bank of America and spoke to someone in the Action > Mortgage Department who informed me that instead of lending me the pay-off amount of {$210000.00}, whoever processed my loan only applied or allocated {$200000.00} to the new loan and automatically carried over the {$3000.00} from my old escrow account without my permission. 

As per RESPA ( Real Estate Settlements Procedures Act ), "" when you pay off a Action > Mortgage, RESPA requires the lender to refund the remaining escrow balance to you. The lender can not use it to pay down your Action > Mortgage balance, nor can it transfer it to a new escrow account. The lender must inform you of your right to apply this money to your Action > Mortgage balance or a new escrow account when it sends you the refund check. '' I consulted with someone and confirmed that when a person chooses to refinance a loan, the original escrow account remains with the old loan, and escrow funds can not be transferred to new loans, even if it is with the same lender. I was advised that all property taxes and insurance payments I made in the past must be returned to me within 45 days via wire transfer or check. 

I called several times in the past asking for a status on my escrow account and confirmed the {$3100.00} due from my old escrow account. I even obtained an activity report on XXXX/XXXX/16 in the mail. I was never informed of my rights under RESPA, nor was I asked for permission to use those funds towards the new loan account. In fact, when I spoke to a representative from Bank of America today in the Action > Mortgage Department, the lady apologized and advised me that if I would have done it with another lender, that would have never happened and I would have received my full escrow amount. 

I have been a loyal customer of Bank of America for almost XXXX years and I am very upset with this situation. I feel cheated and misinformed, needless to say disappointed at the service I received by the representative who handled my loan, who continuously kept postponing my closing date and did not contact me when I needed to speak to her. It was always very difficult to get a hold of her.",Action > Mortgage,
